timestamp,open_interest
2020-06-08,1014943031.9052539
2020-06-09,967830850.5871879
2020-06-10,1022208915.0195186
2020-06-11,1035047830.2687404
2020-06-12,977274159.8081944
2020-06-13,1032626331.8445745
2020-06-14,1017768365.0676717
2020-06-15,1031878893.955767
2020-06-16,1066202780.3601791
2020-06-17,1003149277.9577173
2020-06-18,989527047.9625902
2020-06-19,987229659.1999903
2020-06-20,991352352.4174242
2020-06-21,1015851144.2073959
2020-06-22,1030691118.0699425
2020-06-23,1030844026.1246599
2020-06-24,1049960858.9934565
2020-06-25,1027191068.1328927
2020-06-26,1074000982.895724
2020-06-27,1023354412.4273171
2020-06-28,1118438519.5771382
2020-06-29,1056117598.4792246
2020-06-30,1012637705.4467763
2020-07-01,1008693290.5506712
2020-07-02,1060222321.8746347
2020-07-03,1041104356.2647219
2020-07-04,1073804969.4550383
2020-07-05,1069538704.7005008
2020-07-06,1055665781.078922
2020-07-07,1034555958.3378898
2020-07-08,1016799108.7916619
2020-07-09,1054717783.0918121
2020-07-10,1100585885.1939273
2020-07-11,1084071002.3566456
2020-07-12,1041031093.5121977
2020-07-13,1091548036.7624743
2020-07-14,1103141216.0462081
2020-07-15,1066294968.9032975
2020-07-16,1105396209.9722123
2020-07-17,1107419987.118132
2020-07-18,1072756833.3016894
2020-07-19,1128381561.339153
2020-07-20,1141028356.2832563
2020-07-21,1164759427.1544182
2020-07-22,1170129577.7224998
2020-07-23,1093507023.0345721
2020-07-24,1114971482.4076662
2020-07-25,1171903861.6925552
2020-07-26,1179021767.9960892
2020-07-27,1186465012.9340308
2020-07-28,1311854423.3819988
2020-07-29,1203980420.0769198
2020-07-30,1232325158.8398857
2020-07-31,1234344063.4857552
2020-08-01,1232148047.895979
2020-08-02,1205805914.4701407
2020-08-03,1254285484.769076
2020-08-04,1207009455.0406132
2020-08-05,1236357240.8631737
2020-08-06,1236724224.4156654
2020-08-07,1268145754.191248
2020-08-08,1363881022.4129534
2020-08-09,1213818459.5033233
2020-08-10,1323309398.0787804
2020-08-11,1244353781.2295606
2020-08-12,1300184647.8134117
2020-08-13,1373788702.7305045
2020-08-14,1344619695.0900311
2020-08-15,1310186663.3103356
2020-08-16,1336806175.452681
2020-08-17,1406609816.792016
2020-08-18,1360629738.0697176
2020-08-19,1413052814.2445028
2020-08-20,1418916939.4940083
2020-08-21,1402281006.7138696
2020-08-22,1536569913.1683512
2020-08-23,1485113889.2168825
2020-08-24,1381904869.2625716
2020-08-25,1493702626.8205159
2020-08-26,1469926284.0550945
2020-08-27,1552933458.9398649
2020-08-28,1492570130.3504412
2020-08-29,1538516457.8062568
2020-08-30,1582553534.1309338
2020-08-31,1615123460.024859
2020-09-01,1532484287.9955125
2020-09-02,1589300613.1917448
2020-09-03,1598180554.3824744
2020-09-04,1605245430.2634225
2020-09-05,1741155872.975285
2020-09-06,1690286835.8273115
2020-09-07,1622799229.9180965
2020-09-08,1750278336.4204962
2020-09-09,1829850542.2629564
2020-09-10,1791267033.5013075
2020-09-11,1674763401.1045358
2020-09-12,1746465575.1909034
2020-09-13,1857867704.0116005
2020-09-14,1769258632.4316142
2020-09-15,1849898062.6631365
2020-09-16,1886553042.6849349
2020-09-17,1810202957.5351942
2020-09-18,1877051953.582783
2020-09-19,1714338144.8140624
2020-09-20,1858791227.34042
2020-09-21,1921934988.3866663
2020-09-22,1882431926.7449136
2020-09-23,2071523741.276064
2020-09-24,1908572735.5719798
2020-09-25,1987004489.3196182
2020-09-26,2041156504.333699
2020-09-27,2141677674.232601
2020-09-28,1983492044.4106653
2020-09-29,2165803154.3336587
2020-09-30,2113551299.9555087
2020-10-01,2070345471.676398
2020-10-02,2183390977.3795266
2020-10-03,2187021757.540757
2020-10-04,2155144185.9943595
2020-10-05,2220043925.400097
2020-10-06,2210413833.1617727
2020-10-07,2264924262.3154864
2020-10-08,2323579429.992432
2020-10-09,2408931258.4317584
2020-10-10,2234640461.7658396
2020-10-11,2492114658.9814386
2020-10-12,2225319172.374411
2020-10-13,2374499610.179869
2020-10-14,2449559681.400079
2020-10-15,2449362585.9677906
2020-10-16,2405011167.161331
2020-10-17,2457354793.7026505
2020-10-18,2457985111.712442
2020-10-19,2472559485.834547
2020-10-20,2604051572.010814
2020-10-21,2589115493.125588
2020-10-22,2530393920.9138255
2020-10-23,2676969893.771311
2020-10-24,2653450655.986563
2020-10-25,2716545558.886422
2020-10-26,2725136443.0270786
2020-10-27,2630341467.847201
2020-10-28,2674589384.4035015
2020-10-29,2804751967.393405
2020-10-30,2816915974.8422036
2020-10-31,2787587392.924681
2020-11-01,2822370172.3695908
2020-11-02,2944354325.0059204
2020-11-03,2808174908.2686825
2020-11-04,2929521009.5221405
2020-11-05,2887945792.1508837
2020-11-06,2909847512.108655
2020-11-07,3049749001.5777006
2020-11-08,3049616228.1740108
2020-11-09,3072668696.0912867
2020-11-10,3141443678.6882706
2020-11-11,3048588702.300668
2020-11-12,3133141323.9196296
2020-11-13,3065220091.9870844
2020-11-14,3148064208.392524
2020-11-15,3129234114.9544406
2020-11-16,3174493471.1388664
2020-11-17,3246032647.1946564
2020-11-18,3134059155.971202
2020-11-19,3439958567.305506
2020-11-20,3162246861.3960614
2020-11-21,3164905245.1875362
2020-11-22,3423400853.546666
2020-11-23,3411517823.766964
2020-11-24,3419147513.461954
2020-11-25,3443964095.024387
2020-11-26,3402940938.7434688
2020-11-27,3335865014.859269
2020-11-28,3459946137.910682
2020-11-29,3405433408.0575366
2020-11-30,3602387572.008864
2020-12-01,3508419359.458443
2020-12-02,3460173801.0821843
2020-12-03,3537893596.2429843
2020-12-04,3641525283.7798085
2020-12-05,3560787565.393685
2020-12-06,3557702369.142881
2020-12-07,3700844982.2533607
2020-12-08,3728277457.8610644
2020-12-09,3672355257.698438
2020-12-10,3704962107.7066083
2020-12-11,3814562131.8511124
2020-12-12,3653618030.2012205
2020-12-13,3689598079.076783
2020-12-14,3802657443.8787746
2020-12-15,3897048583.8414702
2020-12-16,3996523207.8108172
2020-12-17,4175808030.9027095
2020-12-18,4143902983.6801004
2020-12-19,4063526938.101318
2020-12-20,4126062919.009932
2020-12-21,4050371814.203614
2020-12-22,4223532843.105263
2020-12-23,4241218511.767231
2020-12-24,4375195172.451318
2020-12-25,4281949545.814659
2020-12-26,4520762741.335412
2020-12-27,4722424863.229666
2020-12-28,4566329898.144888
2020-12-29,4706932831.435579
2020-12-30,4821555359.957063
2020-12-31,4742224252.04844
2021-01-01,4912453072.577071
2021-01-02,4964245407.14137
2021-01-03,5062543323.79768
2021-01-04,5016285656.214778
2021-01-05,5228670884.951871
2021-01-06,5395110252.836571
2021-01-07,5642970397.284649
2021-01-08,5658279686.304059
2021-01-09,5953932742.325365
2021-01-10,5554580308.610541
2021-01-11,5929541165.705411
2021-01-12,5903505119.062505
2021-01-13,6355881434.965757
2021-01-14,5909999418.965571
2021-01-15,5994633458.475845
2021-01-16,6129822094.959721
2021-01-17,5930762995.105053
2021-01-18,6325052991.6501255
2021-01-19,6369710249.423142
2021-01-20,6639362994.651529
2021-01-21,6769228004.409003
2021-01-22,7173306594.831095
2021-01-23,7077316312.555923
2021-01-24,6849981029.842466
2021-01-25,6869267483.939983
2021-01-26,7253305130.658583
2021-01-27,6948845974.125663
2021-01-28,7724601863.125098
2021-01-29,7670511521.33941
2021-01-30,7388171460.315578
2021-01-31,7188576153.037025
2021-02-01,7972701075.40212
2021-02-02,7717420849.433911
2021-02-03,8116126288.3427
2021-02-04,7527802728.854811
2021-02-05,7841712845.076593
2021-02-06,8064743473.346321
2021-02-07,8151923155.580257
2021-02-08,8105241398.153602
2021-02-09,8445520081.97408
2021-02-10,8095815418.652703
2021-02-11,8399358708.728916
2021-02-12,8536344382.963532
2021-02-13,8706753549.055576
2021-02-14,8826151821.011377
2021-02-15,8413550436.143037
2021-02-16,8367678419.918916
2021-02-17,9172330471.916754
2021-02-18,8983046240.458403
2021-02-19,8752208788.425928
2021-02-20,9429602363.534288
2021-02-21,9096970039.253994
2021-02-22,9441413693.764416
2021-02-23,9188708544.76392
2021-02-24,9789433661.522587
2021-02-25,9754732002.288029
2021-02-26,9242374577.985598
2021-02-27,9627631276.518946
2021-02-28,9577720004.742132
2021-03-01,9821776942.922598
2021-03-02,9196572423.346607
2021-03-03,9700334460.963737
2021-03-04,9839120575.396957
2021-03-05,9060795788.60954
2021-03-06,9251691115.242832
2021-03-07,9028070030.842539
2021-03-08,9560082675.8274
2021-03-09,9864849000.023594
2021-03-10,10109280670.21704
2021-03-11,9708447422.121346
2021-03-12,10171591707.6826
2021-03-13,9303975649.67597
2021-03-14,9214779073.3443
2021-03-15,9697140953.754448
2021-03-16,9824590470.346941
2021-03-17,9699517944.853561
2021-03-18,9100587405.019712
2021-03-19,9666675250.076149
2021-03-20,9300878173.375528
2021-03-21,9857738672.982044
2021-03-22,9750344242.365705
2021-03-23,9350384812.745588
2021-03-24,9447833453.887718
2021-03-25,9262482544.048729
2021-03-26,9515833750.485344
2021-03-27,9769731531.071857
2021-03-28,9178209741.114176
2021-03-29,9557010499.470682
2021-03-30,9218771587.194601
2021-03-31,9095658818.622658
2021-04-01,9233326386.114962
2021-04-02,8919222809.366293
2021-04-03,8991485121.171658
2021-04-04,8751530229.347511
2021-04-05,9539223673.409986
2021-04-06,8944285310.827974
2021-04-07,8671487659.424656
2021-04-08,8832312659.519688
2021-04-09,8661167361.703966
2021-04-10,8543787786.73836
2021-04-11,8663721508.411543
2021-04-12,8600032032.27322
2021-04-13,8174425684.406933
2021-04-14,8058348712.801408
2021-04-15,8022337258.139031
2021-04-16,7423517332.922905
2021-04-17,7498636493.574313
2021-04-18,8051201358.088352
2021-04-19,7985109073.799064
2021-04-20,7426789293.9348
2021-04-21,7480970763.702301
2021-04-22,7290664006.690913
2021-04-23,7746417806.835196
2021-04-24,7192466032.517983
2021-04-25,6799407010.273211
2021-04-26,6500531651.344942
2021-04-27,6243336434.867776
2021-04-28,6466467446.458813
2021-04-29,6153235559.947566
2021-04-30,5903324444.735472
2021-05-01,5921494928.768236
2021-05-02,5721215991.670562
2021-05-03,6083225659.535874
2021-05-04,5820250973.593898
2021-05-05,5552482010.133605
2021-05-06,5682728890.638172
2021-05-07,5345064785.466042
2021-05-08,5093703993.491193
2021-05-09,5364308355.061539
2021-05-10,5117786471.084006
2021-05-11,4794585495.479453
2021-05-12,4839132123.331868
2021-05-13,4665930107.538856
2021-05-14,4527649585.172709
2021-05-15,4792266021.785577
2021-05-16,4873560071.38375
2021-05-17,4372896905.074684
2021-05-18,4604240843.360526
2021-05-19,4412163253.168553
2021-05-20,4415844989.35411
2021-05-21,4391958297.423577
2021-05-22,4353915719.026675
2021-05-23,4482393896.788847
2021-05-24,4377338786.1082115
2021-05-25,4545972621.3513775
2021-05-26,4528952267.638431
2021-05-27,4535217004.385172
2021-05-28,4480017712.256046
2021-05-29,4567211999.896958
2021-05-30,4800507327.437594
2021-05-31,4815706691.961961
2021-06-01,4657264029.820889
2021-06-02,4868785986.019311
2021-06-03,5023701639.9721
2021-06-04,4724303631.880027
2021-06-05,5117175764.517157
2021-06-06,4996279039.569221
2021-06-07,5248760045.8291445
2021-06-08,5103439447.9483
2021-06-09,4998787874.349923
2021-06-10,5084659083.877085
2021-06-11,5412491226.327357
2021-06-12,5504085814.047311
2021-06-13,5366042907.633372
2021-06-14,5673289362.771904
2021-06-15,5334097122.411094
2021-06-16,5645814093.786946
2021-06-17,5488534384.295565
2021-06-18,5616677128.35331
2021-06-19,5764464506.944042
2021-06-20,5628550273.875171
2021-06-21,5725600347.217389
2021-06-22,5975094948.803312
2021-06-23,5699673695.523313
2021-06-24,5938029374.850305
2021-06-25,5582747933.963965
2021-06-26,5849298814.844968
2021-06-27,5978568677.454086
2021-06-28,5275301108.245437
2021-06-29,5524012737.208342
2021-06-30,5712866933.368169
2021-07-01,5533247782.809158
2021-07-02,5575594913.489192
2021-07-03,5358236953.998412
2021-07-04,5410290825.744196
2021-07-05,5307116323.988175
2021-07-06,5449149592.617703
2021-07-07,5234346778.531995
2021-07-08,5174219319.38507
2021-07-09,4985615252.79876
2021-07-10,4899270382.089956
2021-07-11,4831212505.715541
2021-07-12,4873526138.981908
2021-07-13,4677918277.09274
2021-07-14,4699257714.176921
2021-07-15,4865049664.779221
2021-07-16,4619164155.218072
2021-07-17,4380722005.725588
2021-07-18,4504332192.607553
2021-07-19,4220566449.4235644
2021-07-20,3943196308.56759
2021-07-21,4004444085.202415
2021-07-22,3833000354.5732574
2021-07-23,3952641768.9789643
2021-07-24,3933062529.702704
2021-07-25,4063881964.5976567
2021-07-26,3847317480.9043074
2021-07-27,3728224957.3025947
2021-07-28,3790131168.6291814
2021-07-29,3403788122.5764856
2021-07-30,3620817084.2999005
2021-07-31,3629515064.434716
2021-08-01,3346505430.112563
2021-08-02,3577162536.667329
2021-08-03,3452144806.131876
2021-08-04,3336592741.659182
2021-08-05,3405678858.464258
2021-08-06,3533428167.9838467
2021-08-07,3294106665.006509
2021-08-08,3270868361.296057
2021-08-09,3175094708.911985
2021-08-10,3113098422.2987304
2021-08-11,3250955953.9204307
2021-08-12,3070716361.0801806
2021-08-13,3140423796.9438505
2021-08-14,3073375086.1372495
2021-08-15,3149355293.1927752
2021-08-16,3124724686.1997533
2021-08-17,3181129824.7573075
2021-08-18,3031674912.5246143
2021-08-19,3049903315.312305
2021-08-20,2982915789.6742887
2021-08-21,3032878263.4059577
2021-08-22,3111717064.075494
2021-08-23,3152274769.301708
2021-08-24,3004529274.5288453
2021-08-25,3180979662.412743
2021-08-26,3239132177.5329685
2021-08-27,3166137524.6296287
2021-08-28,3321558269.7635245
2021-08-29,3090585204.8343205
2021-08-30,3066961968.9429855
2021-08-31,3038879806.2549496
2021-09-01,3382079868.4439845
2021-09-02,3329919175.41559
2021-09-03,3291686281.0588827
2021-09-04,3358915838.7395086
2021-09-05,3253386497.7584314
2021-09-06,3655470973.179043
2021-09-07,3459860037.890438
2021-09-08,3501246386.3227816
2021-09-09,3612457078.8867974
2021-09-10,3635270589.336528
2021-09-11,3658443362.3593903
2021-09-12,3599478788.0611625
2021-09-13,3795118481.301829
2021-09-14,4014414569.324371
2021-09-15,4015758579.5937376
2021-09-16,4109936135.016115
2021-09-17,3926219337.976445
2021-09-18,3934321855.675488
2021-09-19,4108878761.281173
2021-09-20,4203623225.541377
2021-09-21,4411400420.922832
2021-09-22,4127432823.4632697
2021-09-23,4630819311.2772045
2021-09-24,4488145917.3504925
2021-09-25,4534997204.1252365
2021-09-26,4538452669.760511
2021-09-27,4532952175.809527
2021-09-28,4981423490.93819
2021-09-29,4966336550.845563
2021-09-30,4856444426.65939
2021-10-01,4950785095.626333
2021-10-02,5199413611.967277
2021-10-03,5624378395.284222
2021-10-04,5419974226.116111
2021-10-05,5320065151.989686
2021-10-06,5640651834.640418
2021-10-07,5748833136.574114
2021-10-08,5434080092.945352
2021-10-09,6021260240.217268
2021-10-10,6109582837.982149
2021-10-11,6406880118.558946
2021-10-12,6756981191.841355
2021-10-13,6751141801.0503235
2021-10-14,6607736082.464286
2021-10-15,6569431431.780317
2021-10-16,7466089290.33211
2021-10-17,7082073509.936292
2021-10-18,7213525315.25397
2021-10-19,7348684125.267827
2021-10-20,7544569071.172768
2021-10-21,7615193645.797694
2021-10-22,7663867107.486484
2021-10-23,7817800034.153014
2021-10-24,8089671878.618082
2021-10-25,8110881708.749696
2021-10-26,8210727300.087972
2021-10-27,8558356060.302913
2021-10-28,8600829603.271324
2021-10-29,9194043738.082935
2021-10-30,8210627284.60011
2021-10-31,9330637059.361338
2021-11-01,9482029449.942904
2021-11-02,8661140976.006897
2021-11-03,9223730171.098606
2021-11-04,9286415833.233517
2021-11-05,9050119788.385305
2021-11-06,9271118191.396181
2021-11-07,9203335324.997772
2021-11-08,10032843612.477114
2021-11-09,9792664726.692059
2021-11-10,9862393202.073334
2021-11-11,9659943300.036398
2021-11-12,9073735093.752129
2021-11-13,9164573552.707531
2021-11-14,9349465979.704975
2021-11-15,8768667979.385681
2021-11-16,9168967019.373152
2021-11-17,8775365535.317644
2021-11-18,8592350517.43759
2021-11-19,8713072010.108364
2021-11-20,8474942327.4008465
2021-11-21,8099720446.562819
2021-11-22,8285594771.656396
2021-11-23,7567219021.21779
2021-11-24,7771906986.82931
2021-11-25,7570817510.295231
2021-11-26,7177514313.831975
2021-11-27,7120115682.975019
2021-11-28,6601281277.9135065
2021-11-29,6853652143.058748
2021-11-30,6446637449.5872555
2021-12-01,6202564337.110644
2021-12-02,6319180119.5272045
2021-12-03,5832928230.909637
2021-12-04,5554927734.43274
2021-12-05,5386969876.924914
2021-12-06,5611641261.316197
2021-12-07,5174810936.619183
2021-12-08,5537863388.171779
2021-12-09,4827739615.49128
2021-12-10,5303501938.820986
2021-12-11,4983947384.74979
2021-12-12,4852826797.397993
2021-12-13,4711202819.915697
2021-12-14,4776550354.163435
2021-12-15,4653068710.240826
2021-12-16,4756562825.890186
2021-12-17,4572954639.860642
2021-12-18,4537985150.785404
2021-12-19,4435862275.85579
2021-12-20,4451009390.731549
2021-12-21,4479913606.601349
2021-12-22,4198411494.4281955
2021-12-23,4239326141.608105
2021-12-24,4514848276.87501
2021-12-25,4442971665.828983
2021-12-26,4405170910.73664
2021-12-27,4446532770.388812
2021-12-28,4510002645.00892
2021-12-29,4414891249.881144
2021-12-30,4410700575.377903
2021-12-31,4575743654.859837
2022-01-01,4451339904.187973
2022-01-02,4683375443.063889
2022-01-03,4432510611.163645
2022-01-04,4864586844.231667
2022-01-05,4837500129.934784
2022-01-06,4860873924.802461
2022-01-07,5024404361.767176
2022-01-08,5186567400.862622
2022-01-09,5153499799.312082
2022-01-10,4785231952.280006
2022-01-11,4933529556.303582
2022-01-12,5100232743.184501
2022-01-13,5270411953.334404
2022-01-14,5419013669.245378
2022-01-15,5289283734.357775
2022-01-16,5509355534.746867
2022-01-17,5425090824.949129
2022-01-18,5520293933.393204
2022-01-19,5455794827.912625
2022-01-20,5609024775.561002
2022-01-21,5604273108.122264
2022-01-22,5739838634.835774
2022-01-23,6173174934.84016
2022-01-24,5881713714.954057
2022-01-25,6606649519.327656
2022-01-26,6282280364.80656
2022-01-27,6291309389.248164
2022-01-28,6157981133.59383
2022-01-29,6516929364.438056
2022-01-30,6331395832.158099
2022-01-31,6523791913.855845
2022-02-01,7058106693.171913
2022-02-02,6587677166.287072
2022-02-03,6885604050.749171
2022-02-04,6561514309.9468355
2022-02-05,6740070962.503104
2022-02-06,7149515420.744117
2022-02-07,6699650237.782956
2022-02-08,7238099621.172457
2022-02-09,7045649796.31288
2022-02-10,6814142356.030314
2022-02-11,7092732496.039496
2022-02-12,7191806545.284135
2022-02-13,7143700342.648092
2022-02-14,6704156016.183554
2022-02-15,6902132414.958758
2022-02-16,7021807114.217007
2022-02-17,7074632079.068937
2022-02-18,7236755358.960899
2022-02-19,7154321087.497702
2022-02-20,6840762584.792326
2022-02-21,7215449909.409235
2022-02-22,7270713916.227172
2022-02-23,7263793394.959264
2022-02-24,7377486940.062534
2022-02-25,7324655916.000065
2022-02-26,7242529428.457455
2022-02-27,7125500128.900829
2022-02-28,6779622916.069552
2022-03-01,7219906582.619654
2022-03-02,7163552572.7000065
2022-03-03,7166587078.767922
2022-03-04,6824681101.877474
2022-03-05,6852997598.497277
2022-03-06,7290615211.717249
2022-03-07,7042034692.147652
2022-03-08,7175729292.6582575
2022-03-09,7017995701.79471
2022-03-10,6996909024.063235
2022-03-11,7164019909.674641
2022-03-12,6836221542.967012
2022-03-13,6938157797.383215
2022-03-14,6795812535.770231
2022-03-15,6773818540.31786
2022-03-16,6770545999.605017
2022-03-17,6848709179.552824
2022-03-18,6674375847.886785
2022-03-19,6992617603.30207
2022-03-20,6524814301.204182
2022-03-21,6632297511.784577
2022-03-22,6546066995.6447525
2022-03-23,6882803297.927673
2022-03-24,6597031408.229954
2022-03-25,6721128919.691149
2022-03-26,6190610314.930958
2022-03-27,6490138227.296048
2022-03-28,6567621980.915633
2022-03-29,6370115304.5989895
2022-03-30,6512923583.588101
2022-03-31,6169953298.652648
2022-04-01,6485619826.31449
2022-04-02,6603194748.031681
2022-04-03,6064442660.436471
2022-04-04,6003264277.4819145
2022-04-05,6300659482.881982
2022-04-06,6273551575.051502
2022-04-07,5848313113.153052
2022-04-08,5818553383.821424
2022-04-09,5794326565.373762
2022-04-10,5560514887.112472
2022-04-11,5586026258.89397
2022-04-12,5522594432.989724
2022-04-13,5513618787.302811
2022-04-14,5587015299.079966
2022-04-15,5580763224.545283
2022-04-16,5746010174.216465
2022-04-17,5276330829.826877
2022-04-18,5546831448.709715
2022-04-19,5301873821.196264
2022-04-20,5276621145.057519
2022-04-21,5338700865.855989
2022-04-22,5006565264.175484
2022-04-23,5188262815.468334
2022-04-24,5103188736.432464
2022-04-25,5100609954.297076
2022-04-26,5018171019.915407
2022-04-27,5286530160.324043
2022-04-28,4779654248.507032
2022-04-29,4745345325.987829
2022-04-30,4682511073.337094
2022-05-01,4642893010.182462
2022-05-02,4582444617.139131
2022-05-03,4787235066.425773
2022-05-04,4768232722.863178
2022-05-05,4447293028.251151
2022-05-06,4364887409.356535
2022-05-07,4491726449.161236
2022-05-08,4309451489.225754
2022-05-09,4417908467.731447
2022-05-10,4315847747.8623085
2022-05-11,4051518556.2597766
2022-05-12,4394985655.367588
2022-05-13,4380102905.85952
2022-05-14,4037482448.5086956
2022-05-15,4023409790.264254
2022-05-16,4063736721.8200717
2022-05-17,4028408861.3407626
2022-05-18,4026403948.368532
2022-05-19,4144972787.888545
2022-05-20,3850333364.8213725
2022-05-21,3741586704.3639555
2022-05-22,3639663261.482183
2022-05-23,3678566658.282404
2022-05-24,3722505279.80083
2022-05-25,3891081067.007294
2022-05-26,3602506240.185016
2022-05-27,3651667809.827611
2022-05-28,3594502559.1238766
2022-05-29,3693366429.6890635
2022-05-30,3805328470.3456106
2022-05-31,3453277844.896543
2022-06-01,3431061283.674341
2022-06-02,3564544230.4904985
2022-06-03,3501636567.376518
2022-06-04,3596489500.430632
2022-06-05,3444368532.2378407
2022-06-06,3327314454.150102
2022-06-07,3402457296.688852
2022-06-08,3434588965.537029
2022-06-09,3387397158.8812118
2022-06-10,3339269338.5400596
2022-06-11,3378378611.042099
2022-06-12,3373595555.249624
2022-06-13,3380758912.9232655
2022-06-14,3297263765.928027
2022-06-15,3207605067.1242414
2022-06-16,3228667067.554565
2022-06-17,3322653741.7930207
2022-06-18,3121574175.585225
2022-06-19,3230092772.771097
2022-06-20,3153195116.8771367
2022-06-21,3190994049.9481235
2022-06-22,3309155239.1987386
2022-06-23,3205135853.1925106
2022-06-24,3192482983.706419
2022-06-25,3060273924.1631126
2022-06-26,3265511727.390623
2022-06-27,3260687709.2112117
2022-06-28,3412598220.2520103
2022-06-29,3181967826.840655
2022-06-30,3240878430.381487
2022-07-01,3253024170.7214494
2022-07-02,3392353183.3108726
2022-07-03,3240998635.744968
