timestamp,value,classification
2020-08-20,70,Greed
2020-08-21,70,Greed
2020-08-22,70,Greed
2020-08-23,70,Greed
2020-08-24,70,Greed
2020-08-25,70,Greed
2020-08-26,70,Greed
2020-08-27,70,Greed
2020-08-28,70,Greed
2020-08-29,70,Greed
2020-08-30,70,Greed
2020-08-31,70,Greed
2020-09-01,71,Greed
2020-09-02,71,Greed
2020-09-03,71,Greed
2020-09-04,71,Greed
2020-09-05,71,Greed
2020-09-06,71,Greed
2020-09-07,71,Greed
2020-09-08,71,Greed
2020-09-09,71,Greed
2020-09-10,71,Greed
2020-09-11,71,Greed
2020-09-12,71,Greed
2020-09-13,71,Greed
2020-09-14,71,Greed
2020-09-15,71,Greed
2020-09-16,72,Greed
2020-09-17,72,Greed
2020-09-18,72,Greed
2020-09-19,72,Greed
2020-09-20,72,Greed
2020-09-21,72,Greed
2020-09-22,72,Greed
2020-09-23,72,Greed
2020-09-24,72,Greed
2020-09-25,72,Greed
2020-09-26,72,Greed
2020-09-27,72,Greed
2020-09-28,72,Greed
2020-09-29,72,Greed
2020-09-30,73,Greed
2020-10-01,73,Greed
2020-10-02,73,Greed
2020-10-03,73,Greed
2020-10-04,73,Greed
2020-10-05,73,Greed
2020-10-06,73,Greed
2020-10-07,73,Greed
2020-10-08,73,Greed
2020-10-09,73,Greed
2020-10-10,73,Greed
2020-10-11,73,Greed
2020-10-12,73,Greed
2020-10-13,73,Greed
2020-10-14,74,Greed
2020-10-15,74,Greed
2020-10-16,74,Greed
2020-10-17,74,Greed
2020-10-18,74,Greed
2020-10-19,74,Greed
2020-10-20,74,Greed
2020-10-21,74,Greed
2020-10-22,74,Greed
2020-10-23,75,Greed
2020-10-24,75,Greed
2020-10-25,76,Extreme Greed
2020-10-26,76,Extreme Greed
2020-10-27,77,Extreme Greed
2020-10-28,77,Extreme Greed
2020-10-29,78,Extreme Greed
2020-10-30,78,Extreme Greed
2020-10-31,78,Extreme Greed
2020-11-01,79,Extreme Greed
2020-11-02,79,Extreme Greed
2020-11-03,80,Extreme Greed
2020-11-04,80,Extreme Greed
2020-11-05,81,Extreme Greed
2020-11-06,81,Extreme Greed
2020-11-07,82,Extreme Greed
2020-11-08,82,Extreme Greed
2020-11-09,83,Extreme Greed
2020-11-10,83,Extreme Greed
2020-11-11,83,Extreme Greed
2020-11-12,84,Extreme Greed
2020-11-13,84,Extreme Greed
2020-11-14,85,Extreme Greed
2020-11-15,85,Extreme Greed
2020-11-16,86,Extreme Greed
2020-11-17,86,Extreme Greed
2020-11-18,87,Extreme Greed
2020-11-19,87,Extreme Greed
2020-11-20,88,Extreme Greed
2020-11-21,88,Extreme Greed
2020-11-22,88,Extreme Greed
2020-11-23,89,Extreme Greed
2020-11-24,89,Extreme Greed
2020-11-25,90,Extreme Greed
2020-11-26,90,Extreme Greed
2020-11-27,91,Extreme Greed
2020-11-28,91,Extreme Greed
2020-11-29,92,Extreme Greed
2020-11-30,92,Extreme Greed
2020-12-01,92,Extreme Greed
2020-12-02,92,Extreme Greed
2020-12-03,93,Extreme Greed
2020-12-04,93,Extreme Greed
2020-12-05,93,Extreme Greed
2020-12-06,93,Extreme Greed
2020-12-07,93,Extreme Greed
2020-12-08,94,Extreme Greed
2020-12-09,94,Extreme Greed
2020-12-10,94,Extreme Greed
2020-12-11,94,Extreme Greed
2020-12-12,94,Extreme Greed
2020-12-13,94,Extreme Greed
2020-12-14,95,Extreme Greed
2020-12-15,95,Extreme Greed
2020-12-16,95,Extreme Greed
2020-12-17,95,Extreme Greed
2020-12-18,95,Extreme Greed
2020-12-19,95,Extreme Greed
2020-12-20,94,Extreme Greed
2020-12-21,94,Extreme Greed
2020-12-22,94,Extreme Greed
2020-12-23,94,Extreme Greed
2020-12-24,94,Extreme Greed
2020-12-25,94,Extreme Greed
2020-12-26,94,Extreme Greed
2020-12-27,94,Extreme Greed
2020-12-28,93,Extreme Greed
2020-12-29,93,Extreme Greed
2020-12-30,93,Extreme Greed
2020-12-31,93,Extreme Greed
2021-01-01,93,Extreme Greed
2021-01-02,94,Extreme Greed
2021-01-03,94,Extreme Greed
2021-01-04,94,Extreme Greed
2021-01-05,94,Extreme Greed
2021-01-06,94,Extreme Greed
2021-01-07,95,Extreme Greed
2021-01-08,95,Extreme Greed
2021-01-09,95,Extreme Greed
2021-01-10,95,Extreme Greed
2021-01-11,95,Extreme Greed
2021-01-12,95,Extreme Greed
2021-01-13,95,Extreme Greed
2021-01-14,95,Extreme Greed
2021-01-15,95,Extreme Greed
2021-01-16,95,Extreme Greed
2021-01-17,95,Extreme Greed
2021-01-18,95,Extreme Greed
2021-01-19,95,Extreme Greed
2021-01-20,95,Extreme Greed
2021-01-21,95,Extreme Greed
2021-01-22,95,Extreme Greed
2021-01-23,95,Extreme Greed
2021-01-24,95,Extreme Greed
2021-01-25,95,Extreme Greed
2021-01-26,95,Extreme Greed
2021-01-27,95,Extreme Greed
2021-01-28,95,Extreme Greed
2021-01-29,95,Extreme Greed
2021-01-30,94,Extreme Greed
2021-01-31,94,Extreme Greed
2021-02-01,94,Extreme Greed
2021-02-02,94,Extreme Greed
2021-02-03,94,Extreme Greed
2021-02-04,94,Extreme Greed
2021-02-05,94,Extreme Greed
2021-02-06,94,Extreme Greed
2021-02-07,94,Extreme Greed
2021-02-08,94,Extreme Greed
2021-02-09,94,Extreme Greed
2021-02-10,94,Extreme Greed
2021-02-11,94,Extreme Greed
2021-02-12,94,Extreme Greed
2021-02-13,94,Extreme Greed
2021-02-14,94,Extreme Greed
2021-02-15,94,Extreme Greed
2021-02-16,94,Extreme Greed
2021-02-17,94,Extreme Greed
2021-02-18,94,Extreme Greed
2021-02-19,94,Extreme Greed
2021-02-20,94,Extreme Greed
2021-02-21,94,Extreme Greed
2021-02-22,94,Extreme Greed
2021-02-23,94,Extreme Greed
2021-02-24,94,Extreme Greed
2021-02-25,94,Extreme Greed
2021-02-26,94,Extreme Greed
2021-02-27,93,Extreme Greed
2021-02-28,93,Extreme Greed
2021-03-01,93,Extreme Greed
2021-03-02,93,Extreme Greed
2021-03-03,93,Extreme Greed
2021-03-04,93,Extreme Greed
2021-03-05,93,Extreme Greed
2021-03-06,93,Extreme Greed
2021-03-07,93,Extreme Greed
2021-03-08,92,Extreme Greed
2021-03-09,92,Extreme Greed
2021-03-10,92,Extreme Greed
2021-03-11,92,Extreme Greed
2021-03-12,92,Extreme Greed
2021-03-13,92,Extreme Greed
2021-03-14,92,Extreme Greed
2021-03-15,91,Extreme Greed
2021-03-16,91,Extreme Greed
2021-03-17,90,Extreme Greed
2021-03-18,90,Extreme Greed
2021-03-19,89,Extreme Greed
2021-03-20,89,Extreme Greed
2021-03-21,88,Extreme Greed
2021-03-22,88,Extreme Greed
2021-03-23,88,Extreme Greed
2021-03-24,87,Extreme Greed
2021-03-25,87,Extreme Greed
2021-03-26,86,Extreme Greed
2021-03-27,86,Extreme Greed
2021-03-28,85,Extreme Greed
2021-03-29,85,Extreme Greed
2021-03-30,85,Extreme Greed
2021-03-31,84,Extreme Greed
2021-04-01,84,Extreme Greed
2021-04-02,83,Extreme Greed
2021-04-03,83,Extreme Greed
2021-04-04,82,Extreme Greed
2021-04-05,82,Extreme Greed
2021-04-06,82,Extreme Greed
2021-04-07,81,Extreme Greed
2021-04-08,81,Extreme Greed
2021-04-09,80,Extreme Greed
2021-04-10,80,Extreme Greed
2021-04-11,79,Extreme Greed
2021-04-12,79,Extreme Greed
2021-04-13,78,Extreme Greed
2021-04-14,78,Extreme Greed
2021-04-15,76,Extreme Greed
2021-04-16,74,Greed
2021-04-17,73,Greed
2021-04-18,71,Greed
2021-04-19,69,Greed
2021-04-20,67,Greed
2021-04-21,65,Greed
2021-04-22,63,Greed
2021-04-23,62,Greed
2021-04-24,60,Greed
2021-04-25,58,Greed
2021-04-26,56,Greed
2021-04-27,54,Neutral
2021-04-28,52,Neutral
2021-04-29,51,Neutral
2021-04-30,49,Neutral
2021-05-01,47,Neutral
2021-05-02,45,Fear
2021-05-03,43,Fear
2021-05-04,42,Fear
2021-05-05,40,Fear
2021-05-06,38,Fear
2021-05-07,36,Fear
2021-05-08,34,Fear
2021-05-09,32,Fear
2021-05-10,31,Fear
2021-05-11,29,Fear
2021-05-12,27,Fear
2021-05-13,25,Extreme Fear
2021-05-14,22,Extreme Fear
2021-05-15,20,Extreme Fear
2021-05-16,18,Extreme Fear
2021-05-17,16,Extreme Fear
2021-05-18,13,Extreme Fear
2021-05-19,11,Extreme Fear
2021-05-20,11,Extreme Fear
2021-05-21,11,Extreme Fear
2021-05-22,11,Extreme Fear
2021-05-23,11,Extreme Fear
2021-05-24,11,Extreme Fear
2021-05-25,11,Extreme Fear
2021-05-26,11,Extreme Fear
2021-05-27,11,Extreme Fear
2021-05-28,11,Extreme Fear
2021-05-29,11,Extreme Fear
2021-05-30,11,Extreme Fear
2021-05-31,11,Extreme Fear
2021-06-01,11,Extreme Fear
2021-06-02,11,Extreme Fear
2021-06-03,11,Extreme Fear
2021-06-04,11,Extreme Fear
2021-06-05,10,Extreme Fear
2021-06-06,10,Extreme Fear
2021-06-07,10,Extreme Fear
2021-06-08,10,Extreme Fear
2021-06-09,10,Extreme Fear
2021-06-10,10,Extreme Fear
2021-06-11,10,Extreme Fear
2021-06-12,10,Extreme Fear
2021-06-13,10,Extreme Fear
2021-06-14,10,Extreme Fear
2021-06-15,10,Extreme Fear
2021-06-16,10,Extreme Fear
2021-06-17,10,Extreme Fear
2021-06-18,10,Extreme Fear
2021-06-19,10,Extreme Fear
2021-06-20,10,Extreme Fear
2021-06-21,10,Extreme Fear
2021-06-22,10,Extreme Fear
2021-06-23,10,Extreme Fear
2021-06-24,11,Extreme Fear
2021-06-25,11,Extreme Fear
2021-06-26,11,Extreme Fear
2021-06-27,12,Extreme Fear
2021-06-28,12,Extreme Fear
2021-06-29,12,Extreme Fear
2021-06-30,13,Extreme Fear
2021-07-01,13,Extreme Fear
2021-07-02,14,Extreme Fear
2021-07-03,14,Extreme Fear
2021-07-04,14,Extreme Fear
2021-07-05,15,Extreme Fear
2021-07-06,15,Extreme Fear
2021-07-07,15,Extreme Fear
2021-07-08,16,Extreme Fear
2021-07-09,16,Extreme Fear
2021-07-10,16,Extreme Fear
2021-07-11,17,Extreme Fear
2021-07-12,17,Extreme Fear
2021-07-13,18,Extreme Fear
2021-07-14,18,Extreme Fear
2021-07-15,18,Extreme Fear
2021-07-16,19,Extreme Fear
2021-07-17,19,Extreme Fear
2021-07-18,19,Extreme Fear
2021-07-19,20,Extreme Fear
2021-07-20,20,Extreme Fear
2021-07-21,21,Extreme Fear
2021-07-22,22,Extreme Fear
2021-07-23,24,Extreme Fear
2021-07-24,25,Extreme Fear
2021-07-25,26,Fear
2021-07-26,27,Fear
2021-07-27,29,Fear
2021-07-28,30,Fear
2021-07-29,31,Fear
2021-07-30,32,Fear
2021-07-31,34,Fear
2021-08-01,35,Fear
2021-08-02,36,Fear
2021-08-03,37,Fear
2021-08-04,39,Fear
2021-08-05,40,Fear
2021-08-06,41,Fear
2021-08-07,42,Fear
2021-08-08,44,Fear
2021-08-09,45,Fear
2021-08-10,46,Neutral
2021-08-11,47,Neutral
2021-08-12,48,Neutral
2021-08-13,50,Neutral
2021-08-14,51,Neutral
2021-08-15,52,Neutral
2021-08-16,53,Neutral
2021-08-17,55,Neutral
2021-08-18,56,Greed
2021-08-19,57,Greed
2021-08-20,58,Greed
2021-08-21,60,Greed
2021-08-22,61,Greed
2021-08-23,62,Greed
2021-08-24,63,Greed
2021-08-25,65,Greed
2021-08-26,66,Greed
2021-08-27,67,Greed
2021-08-28,68,Greed
2021-08-29,70,Greed
2021-08-30,71,Greed
2021-08-31,72,Greed
2021-09-01,73,Greed
2021-09-02,74,Greed
2021-09-03,75,Greed
2021-09-04,76,Extreme Greed
2021-09-05,77,Extreme Greed
2021-09-06,78,Extreme Greed
2021-09-07,79,Extreme Greed
2021-09-08,79,Extreme Greed
2021-09-09,79,Extreme Greed
2021-09-10,79,Extreme Greed
2021-09-11,79,Extreme Greed
2021-09-12,80,Extreme Greed
2021-09-13,80,Extreme Greed
2021-09-14,80,Extreme Greed
2021-09-15,80,Extreme Greed
2021-09-16,80,Extreme Greed
2021-09-17,80,Extreme Greed
2021-09-18,80,Extreme Greed
2021-09-19,80,Extreme Greed
2021-09-20,81,Extreme Greed
2021-09-21,81,Extreme Greed
2021-09-22,81,Extreme Greed
2021-09-23,81,Extreme Greed
2021-09-24,81,Extreme Greed
2021-09-25,81,Extreme Greed
2021-09-26,81,Extreme Greed
2021-09-27,81,Extreme Greed
2021-09-28,81,Extreme Greed
2021-09-29,82,Extreme Greed
2021-09-30,82,Extreme Greed
2021-10-01,82,Extreme Greed
2021-10-02,82,Extreme Greed
2021-10-03,82,Extreme Greed
2021-10-04,82,Extreme Greed
2021-10-05,82,Extreme Greed
2021-10-06,82,Extreme Greed
2021-10-07,82,Extreme Greed
2021-10-08,83,Extreme Greed
2021-10-09,83,Extreme Greed
2021-10-10,83,Extreme Greed
2021-10-11,83,Extreme Greed
2021-10-12,83,Extreme Greed
2021-10-13,83,Extreme Greed
2021-10-14,83,Extreme Greed
2021-10-15,83,Extreme Greed
2021-10-16,84,Extreme Greed
2021-10-17,84,Extreme Greed
2021-10-18,84,Extreme Greed
2021-10-19,84,Extreme Greed
2021-10-20,84,Extreme Greed
2021-10-21,84,Extreme Greed
2021-10-22,84,Extreme Greed
2021-10-23,84,Extreme Greed
2021-10-24,84,Extreme Greed
2021-10-25,84,Extreme Greed
2021-10-26,84,Extreme Greed
2021-10-27,84,Extreme Greed
2021-10-28,84,Extreme Greed
2021-10-29,84,Extreme Greed
2021-10-30,84,Extreme Greed
2021-10-31,84,Extreme Greed
2021-11-01,84,Extreme Greed
2021-11-02,84,Extreme Greed
2021-11-03,84,Extreme Greed
2021-11-04,84,Extreme Greed
2021-11-05,84,Extreme Greed
2021-11-06,84,Extreme Greed
2021-11-07,84,Extreme Greed
2021-11-08,84,Extreme Greed
2021-11-09,84,Extreme Greed
2021-11-10,84,Extreme Greed
2021-11-11,82,Extreme Greed
2021-11-12,79,Extreme Greed
2021-11-13,77,Extreme Greed
2021-11-14,74,Greed
2021-11-15,72,Greed
2021-11-16,69,Greed
2021-11-17,67,Greed
2021-11-18,64,Greed
2021-11-19,62,Greed
2021-11-20,59,Greed
2021-11-21,57,Greed
2021-11-22,54,Neutral
2021-11-23,52,Neutral
2021-11-24,50,Neutral
2021-11-25,47,Neutral
2021-11-26,45,Fear
2021-11-27,42,Fear
2021-11-28,40,Fear
2021-11-29,37,Fear
2021-11-30,35,Fear
2021-12-01,32,Fear
2021-12-02,30,Fear
2021-12-03,27,Fear
2021-12-04,25,Extreme Fear
2021-12-05,26,Fear
2021-12-06,26,Fear
2021-12-07,27,Fear
2021-12-08,28,Fear
2021-12-09,28,Fear
2021-12-10,29,Fear
2021-12-11,29,Fear
2021-12-12,30,Fear
2021-12-13,31,Fear
2021-12-14,31,Fear
2021-12-15,32,Fear
2021-12-16,33,Fear
2021-12-17,33,Fear
2021-12-18,34,Fear
2021-12-19,34,Fear
2021-12-20,35,Fear
2021-12-21,36,Fear
2021-12-22,36,Fear
2021-12-23,37,Fear
2021-12-24,38,Fear
2021-12-25,38,Fear
2021-12-26,39,Fear
2021-12-27,39,Fear
2021-12-28,40,Fear
2021-12-29,41,Fear
2021-12-30,41,Fear
2021-12-31,42,Fear
2022-01-01,41,Fear
2022-01-02,39,Fear
2022-01-03,38,Fear
2022-01-04,37,Fear
2022-01-05,35,Fear
2022-01-06,34,Fear
2022-01-07,33,Fear
2022-01-08,31,Fear
2022-01-09,30,Fear
2022-01-10,29,Fear
2022-01-11,28,Fear
2022-01-12,26,Fear
2022-01-13,25,Extreme Fear
2022-01-14,24,Extreme Fear
2022-01-15,22,Extreme Fear
2022-01-16,21,Extreme Fear
2022-01-17,20,Extreme Fear
2022-01-18,18,Extreme Fear
2022-01-19,17,Extreme Fear
2022-01-20,16,Extreme Fear
2022-01-21,14,Extreme Fear
2022-01-22,13,Extreme Fear
2022-01-23,13,Extreme Fear
2022-01-24,13,Extreme Fear
2022-01-25,13,Extreme Fear
2022-01-26,13,Extreme Fear
2022-01-27,13,Extreme Fear
2022-01-28,13,Extreme Fear
2022-01-29,13,Extreme Fear
2022-01-30,13,Extreme Fear
2022-01-31,13,Extreme Fear
2022-02-01,13,Extreme Fear
2022-02-02,13,Extreme Fear
2022-02-03,13,Extreme Fear
2022-02-04,13,Extreme Fear
2022-02-05,13,Extreme Fear
2022-02-06,13,Extreme Fear
2022-02-07,13,Extreme Fear
2022-02-08,13,Extreme Fear
2022-02-09,13,Extreme Fear
2022-02-10,13,Extreme Fear
2022-02-11,13,Extreme Fear
2022-02-12,13,Extreme Fear
2022-02-13,13,Extreme Fear
2022-02-14,13,Extreme Fear
2022-02-15,13,Extreme Fear
2022-02-16,13,Extreme Fear
2022-02-17,13,Extreme Fear
2022-02-18,12,Extreme Fear
2022-02-19,12,Extreme Fear
2022-02-20,12,Extreme Fear
2022-02-21,12,Extreme Fear
2022-02-22,12,Extreme Fear
2022-02-23,12,Extreme Fear
2022-02-24,12,Extreme Fear
2022-02-25,12,Extreme Fear
2022-02-26,12,Extreme Fear
2022-02-27,12,Extreme Fear
2022-02-28,12,Extreme Fear
2022-03-01,12,Extreme Fear
2022-03-02,12,Extreme Fear
2022-03-03,12,Extreme Fear
2022-03-04,12,Extreme Fear
2022-03-05,12,Extreme Fear
2022-03-06,12,Extreme Fear
2022-03-07,12,Extreme Fear
2022-03-08,12,Extreme Fear
2022-03-09,12,Extreme Fear
2022-03-10,12,Extreme Fear
2022-03-11,12,Extreme Fear
2022-03-12,12,Extreme Fear
2022-03-13,12,Extreme Fear
2022-03-14,12,Extreme Fear
2022-03-15,12,Extreme Fear
2022-03-16,12,Extreme Fear
2022-03-17,12,Extreme Fear
2022-03-18,12,Extreme Fear
2022-03-19,12,Extreme Fear
2022-03-20,12,Extreme Fear
2022-03-21,12,Extreme Fear
2022-03-22,12,Extreme Fear
